aydir kullaniyorum basarili cihaz odaklanmam gereken bir isim var s kalitesi guzel kullanisli sik kulagimda unutacak kadar rahat icinden boy boy genis dar kulaklik ucu cikiyor adet kendime adet kardesime adet kiz arkadasima adet zor zamanimda yanimda olan bir arkadasima aldim su ana kadar memnunuz toplu tasima kullanirken ideal soyle ortam sesinden etkilenmiyorum muzik keyfi olarak gayet basarili telefon gorusmesinde dis s yuksek kalabalik ornegin canli muzik olan bi mekanda konusurken karsi tarafa cok s gidebiliyor biraz sesinizi yukseltirseniz karsi taraf rahat duyuyor bunun denemesini yaptik spor yaparken ben bootcamp yapiyorum bol atraksiyonlu kulagimdan hic dusmedi masallah sarji kadar sure gidiyor bakmadim ancak beni uzmedi micro usbklasik samsung kutusunda sarj oluyorlar kutuya koyup kapagini kapatinca baglantisi kesiliyor sarj oluyor kutunun sarji bittiginde kapanmiyorlar bilginize kutusu miknatisli kulakliklari icine koyarken tak oturuyor memnunum fiyat su an cok iyi ben tl uzerinde iken adet almistim pisman degilim kulaklik eslestirmede internetten buldugum yontemi izledim basarili oldu httpsforummiuiturkiyenetkonuxiaomiairdotsbaglanti iki airdroplarinizi kutudan cikarin telefon baglantiyi kesin dugmesini saniye boyunca basili tutarak iki airdotsu kapatin kirmizi isik gorene kadar sonrasinda iki kulakligida ayni anda saniye boyunca basiyorsunuz ilk saniyede isiklar yanacaktir birakmayin ikinci saniye dolduktan sonra ikisin isiklarida yanip sonecek sonrasinda sol kulaklik isigi sonecek sadece sag kulakligin isigi yanacak sol kulaklik sagdaki eslesmis oluyor sonrasinda telefondan artik sadece sag kulakligi goreceksin sag kulakliga baglandiktan sonra ikisinden s gelmeye baslayacaktir iyi dinlemeler;1
arkadaslar orijinalmi bilemedim bana orijinal geldi internette izledigim videolara gore orijinal oldugunu gosteren kanitlar var eksik olan parcalari farkli olan yazilari s kalitesi tatmin etti birde pil omrune bakacagim artik ufak tefek suphelerim olsa bana kaliteli geldi tl vererek hepsiburada nin saticisindan almayi tercih ettim birde sagolsunlar orijinalligini gosteren bir not normalde icinden cikmayan bir sarj kablosu hediye olarak gondermisler adima yorum olarak donerseniz sevinirim simdiden tesekkurler iyi alisverisler;1
sapina kadar orjinal olduguna dair butun kanitlar ortada supheli almistim aldigima degdi butun testleri basari gecti s kalitesi mukemmel henuz deneme sansim oldu telefon gorusmesi yapmadim oyun oynamadim gecikme varmi yokmu bilmiyorum bikac muzik acip orjinalligini test ettim onemli olan replika olmamasiydi benim icin tek olumsuz tarafi son s actiginizda disariya s veriyor s seviyesinde kullanmiyacagim icin ben gormezden geldim hepsiburadaya tesekkurler gece siparis verdim sabah yola cikti kulaklik kutusu biraz deforme olmus ancak bantlari uzerindeydi icini actigimda butun jelatinler olmasi gerektigi duzgunlukteydikulakliklarin seri numaralari mevcut orjinalde oldugu grimsi bildirim isigi net beyaz kitapcigi kalin kutu altindaki yazilar hafif silik sertifikali fotograflari asagi birakiyorum incelemek isteyen bakabilir;1
valla butun videolara baktim orjinal gorunuyor gercekten kullanisli faydali bi alet kulakta oldugu gercekten unutuluyor dokunmatik yerine saglikli bir secim bence kulaktan dusurmek zor s doyurucu eger dogan sahin araba sehri rahatsiz etmek psikolojik bir sorununuz yoksa s cok yeterli gorusme sorunsuz gayet iyi s iyi gidiyor karsiya;1
dinleme konusunda iyi ben telefonla konusmaktan cok dinleme amaciyla satin aldigim icin benim isimi goruyor konusa konusunda sinifta kalir karsi taraf sizi cok iyi anlayamiyor ben arac kullanirken deneyimledim bilgisayardan usb kablosuyla sarj ediniz aksi takdirde bozulabilir kutu icerisinden usb kablosu cikmiyor bunu zaten bilerek almistim size tavsiyem ben sonradan fark ettim kulakligin bir ust modelini almaniz cunku tere suya dayanikli hemen hemen ayni fiyat bir hepsiburadadan almanizi tavsiye ederim diger saticilardan sahte cikma olasiligi olabilir satici yorumlarina bakabilirsiniz gule gule kullanalim benim isimi goruyor simdilik;1
guzel paketlenmis sekilde geldi tamamen orjinal kalin kitapcik yedek plastiklerin ustunde yaziyor yazinca replika oluyor kulakliktaki plastigi cikardikca seri numarasi var orjinal gonul rahatliyla alabilirsiniz;1
cihaz oncelikle fiyatina gore diger arkadaslarin soyledigi uzere oldukca kaliteli demek degil airpods bin lira aradaki fark zaman coktur kalitesizdir kesinlikle s konusunda cok basarili ben buradaki yorumlari okusaydim sadece riske girmezdim ancak bir arkadasim almisti onda test etme sansim oldugundan gozum kapali aldim cihazin telefon gorusmesi performansi iyi kotu ben dolmusta giderken test ettim karsi tarafin sesi guzel geliyor benim sesim karsiya sorunsuz gidiyor gurultulu bir ortamda sanirim biraz zorlasir tabi bir airpods degil muzik dinlemek icin gozunuz kapali alabilirsiniz benim puan kirdigim nokta sarj saat gidiyor biraz iyi olabilirdi bir kulakliga tek tik sarkiyi durdururken cift bir sonraki sarki degil siri yi aciyor;1
gunu saat civarinda siparis verdim istanbul ici ertesi gun elime ulasti cok hizli kargo bravo ayrica piyasada replika urunlerin kiyaslamasini izlemissinizdir kesinlikle orjinal bandrol yazi karakterleri kitapcigi etiketi garanti belgesi v;1
iyi çalışıyor ama bazen sıkıntı çıkarıyor;2
oncelikle asuri hizli geldigini soyleyebilirim sbt siparis verdim sbt te bana ulasti ayrica piyasada bulunan tonlarca sahte urunun aksine orjinal s performansi mukemmel dolby ekolyzer acik yuksek bluetooth sorunsuz telefonum bir odada ben diger odada muzigi dinleyebiliyorum soyle bir eksisi var arada sirada cok nadiren snlik kesintiler olabiliyor bazen pil omru mukemmel gun toplam saat kullandim sarji hâla ti video izlemeyi deneyimleyemedim bazi kullanicilar ufak s kaymalari oldugunu soyluyor buna gore degerlendirirsiniz;1
siparisimden saat sonra elime ulasti super hizli teslimat satici firmaya jete cok tesekkurler sizden hizlisi yok urunu anlatmama gerek yokalicisi zaten bilir firmanin gonderdigi urunu merak edenler acisindan gorseller asagida soru isaretleri olmayan orjinal tavsiye ederim;1
siparis ederken orjinalliginden suphelerim vardiancak aldigimda yotubeden izledigim testleri yaptim orjinalses kalitesi cok cok iyibukadar iyi beklemiyordumtizleri cok guzel basslarida benim icin yeterlibazilsri yazmis dakika bir baglanti kopuyor falan diyeoyle borsey yokses kaymasida yasamadimgayet guzel;1
kutunun icinde herhangi bir sarj kablosu cikmadi kutuda kablo icin ayrilan bir yer vardi bostu kuzenim aldiginda kablo cikmisti bunda cikmadi benim icin buyuk bir sorun degil arkasinda olan xiaomi bir markanin boyle bir sorunu olmasi ho degil urune gelirsek kulakliklar kulakda kendini cok belli etmiyor ho bir gurunumg var kutusu oda kucuk zarif bir kutu gayet guzeldi kargo hepsiburadanin kargosu geldi tahmin edilen gun cumartesi idi yetismedi araya pazar girdi sali sabahi elime ulasti mgsteri hizmetlerini aradim cunku kargo tahmini teslimat hatali gosteriyordu basta dediklerinde baska bir sehre gitti dediler kargo bandindan ariyacaklarini soylediler kimse aramadi beni sonraki gun kargocu aradi getirdi;1
urunu haftadir elime ulastigindan beri kullaniyorum sajini full doldurduktan sonra yaklasik saat kadar gidiyor hafifergonomik kaliteli kullananlarin cogunu tatmin ettigini dusunuyorum sesi basi muzigi hissediyorsunuz kulaklara tam sekilde oturuyor egzersiz sirasinda ani sert hareketler yapmama ragmen dusmedi kutu icerisinde kulak deliklerine uygun silikonlari mevcut cekim kalitesi gayet guzel bagladiginiz akilli telefon bilgisayarin oda otesinden dahi kalitesini devam ettirmektedir aramalarinizda karsi tarafa net bir sekilde sesiniz ulasmaktadir beni cok tedirgin eden urunun imitasyon sahte olmasiydi piyasada cok fazla sahte imitasyon bulunmakta almadan once aldiktan sonra bircok arastirma yaptim elime gectiginde kiyasladim orjinal gonul rahatligiyla alabilirsiniz turkiye xiaomi icin sanal iletisimin distributorlugu mevcuttur urunde etiketleri mevcuttur benim suphesi olanlar arastirmalarini yapabilirler alan herkese hayirli olsun;1
hepsiburada tesekkurlerorijinaj urunses kalitesi cok iyihizli kargo;1
kulaklik harika mukemmel s veriyor cok begendim kotu yorumlara kulak asmayin bence verdiginiz paraya degiyor guzel kargolanmis gelmesi uzun surdu olsun beklememe deydi sadece kulakligi telefona baglamam sorun yaratti nasil baglicami bilmedimden biraz ugrastirdi;1
ben cok begendimkullanisli kaliteli bir kargom gunde geldi ptt kargo muzik dinlerken oldukca zevkli kaliteli mikrofonunu denemedim paketlemede herhangi bir kotu goruntu urunde hasar yoktu sarj olmus halde geldi sarj etmek icin paket icinden herhangi bir kablo adaptor cikmiyor sarj ucu cogunlukla herkesin evinde olan samsung sarj aleti sarj oluyor s ayarlarini kendinize gore yapabilirsiniz ben herhangi bir degisiklik yapmadim benim icin su an ayari gayet iyi almanizi tavsiye ederim ben begendim ayrica orjinal;1
tek kelimeyle mukkemmel bir cihaz herkesde bulunmasi gerekiyor;1
olumlu yanlari s seviyesi kalitesi fiyata iyi kablo derdi yok kablo olmadigi icin cocuklara havali geliyor sarj problemi yok muhafazasi ayni zamanda kulakliklari sarj ediyor sarji uzun gidiyor olumsuz yanlari kulaga zor yerlestiriliyor yuruyus yaparken kulak terleyince kayip dusuyor telefonla konusurken s karsiya iyi gitmiyor konusma bitince kutusuna koymak arama gelince kutudan cikarmak hic pratik degil surekli kulakta tutmak kulagi agritir kisacasi gorusme yapmaya uygun degil netice ayni fiyat araliginda huawei am alin ben ikisini kullandim huawei am son kararim;0
bence fiyata cok kalitelisarji oldukca uzun suruyor;1
internetten sahte airdost videolari bakarak aldim kesinlikle orjinal detayina baktim kesinlikle alinir s kalitesi mukemmel;1
cok hizlinin otesinde bir hizla teslim ettikleri icin hepsiburada ailesine tesekkurler urunu kullanmaya basladim guzel bir sabah siparis verip aksam olmadan ayni gun telim almanin sokunu atlatmaya caliyorum orjinal;1
arkadaslar aldim eslemesi kullanmasi cok kolay cok iyi fiyat performans urunu bence hepsiburadanin kargosu kendilerinin ben hic sikintisiz kullaniyorum rahat rahat alabilirsiniz;1
ust duzey;1
kadar hepsiburadayi sevmesem urunu gece siparis ettim oglen te geldi bazen boyle hatalar yapabiliyorlar suanlik bi problem yok;1
guzel kullanisli bir;1
d muzik dinledigimde farkettimki kalitesi dusuk bir cihaz onun disinda bi sorun yok kulaktan dusuyor;1
orjinaldi;1
kutusunun kalitesizligi disinda gayet iyi butonlar cok sert basilmiyor bunu alacaginiza iyi kulakliklar alabilirsiniz;1
oglum cok begendi guzel bir;1
guzel bir tavsiye ederim tsk ederim;1
gayet guzel memnun kalmayan kat fazla para verip iyisini alabilir s muhendisi falan degilseniz is gorur;1
airpod kullaniyorum fiyati makul gorunce xioamiyi denemek istedimses kalitesi muazzamdis sesleri kesiyorkulaktan dusmuyor sarji saatden fazla gidiyorairpodu yegenime hediye etme zamanim geldi;1
ben mikrofon icin aldim telefonda cok konusuyorum karsi taraf hic sesim almiyor arkadaslar eger mikrofon icin aliyorsan hic tavsiye etmiyorum muzik dinlemek icin aliyorsun guzel bir kulaklik ben bir yildiz koydum cunku tek amac vardi benim icin telefon konusmasi for any one who want to buy it for the purpose of talking in the phone it will not help you the guy who you talk to will never hear you it really suck in talking for the microphonebut if you just want to listen for the music it good so i take it for the main purpose which is talking and the microphone which wa very bad and i dont use it anymore;0
telefonum xiaomi oldugu icin icinden sarj aleti adaptorunun cikmamasini dert etmemistim nasil oluyor xiaomi sarj aleti xiaomi kulakliga uygun olmuyor cok sacma gercekten uygun kablo yoksa mutlaka kablo almaniz lazim s acisindan benim sesim karsi tarafa kisik gidiyor uzaktan konusuyormusum begenmedim;0
s kalitesi gercekten iyi eger kullandiginiz ortamda fazla gurultu yoksa gercekten guzel benim esim kepce operatoru ona almistim esimle telefonda gorustugumde esimin sesinden cok kecpce sesi aliyorum kullnamadi ben evde kullanim dedim mutfakta bulasik yikarken karsimdaki kisi is yaptigimi anlaya biliyo oda olmadi eger gercekten cok sessiz bir ortamdayasaniz yada muzik dinlemek icin alicksaniz cok iyi onun disinda kotu;0
hafifligi kucuklugu falan cok iyi ancak yazilimsal olarak problemleri var sapitiyor surekli iki parca birbirine baglanmiyor s gidip geliyor v surekli problem ilk aldigimda sey guzel gibiydi sonra uzun kullanim testinde belli oldu kalitesiz oldugu orjinal mi suphelendim icini actim orjinal cikti demek xiaomi isi becerememis tavsiye etmiyorum urunden sonra qcynin t kulakliginu aldim bunu onu kullaniyorum qcynin kalitesi buna basar;0
gayet guzel kaliteli;1
cocuklarima aldim cok memnunlar;1
fiyat ferformans fazlasini beklemeyin fiyata;1
ideal fiyat guzel;1
suan bir sorun yok deneyecegim sarz kablosu yedek kulak ici evraklari geldi;1
beklenildigi;1
gayet kaliteli kullanisli seneyi gecti;1
gayet basarili hizli kargo;1
super bass hic oyle ugrasmayin direk baglaniyor tesekkurler;1
guzel kullanisli;1
kaliteli fiyatini hakediyor;1
noise cancelling olsa tadindan yenmez;1
tsk ederiz hizli kargo;1
fiyat performans urunu;1
yildizi hakediyor genel kullanici icin yeterli;1
cok guzel kaybettim;1
urunu teslim aldim herhangi bir sorun yok gayet guzel;1
gayet guzel s baglan ma v tesekkurler hizlisi kargo hb;1
guzel paketleme guzel;1
hizli guvenilir alisverisin adresi;1
cok basarili bire kulaklik muzik dinlemek icin oldukca iyi konusma performansi iyi olabilirdi fiyat performans cok iyi;1
alt orta sesler gayet guzel geliyor yanliz basslar biraz iyi olabilirdi cok profesyonel bir kulaga sahip degilseniz liralik airpods aradaki farki anlamazsiniz muzik icin uzeri telefon gorusmesinde karsi tarafin sesi biraz elektrik s geliyor puanim alinir mi fiyata kesinlikle alinir;1
kulaga oturmasi biraz sorun oluyor yururken bile dikkat etmeniz lazim spor yaparken kullanamazsiniz pc den muzik dinlemek icin kulakligi eslestirmek icin baya bi yorum okudum sonunda yaptim disaridaki sesi tumuyle karsi tarafa aktariyor konusma kalitesini cok olumsuz etkiliyor konusurken video izlerken gecikme olmuyor oyun oynamadigim icin deneyemedim sessiz ortamlarda calisanlar icin ideal fiyatinin urunu kisacasi;1
abi s kalitesi cok guzel benim cok hosuma gitti bir turlu kulaklik kulagima oturmuyor parcalayacam sonunda sorun bende dicem bende jbl kulakici kulaklik var onu kullaniyorum mi oturuyor yerine kulakligin basligini denedim yok abi cikiyor cok iceri giriyor kulagim tikaniyor sonra jbl in baligini takayim dedim ayni anlamadim haric kulaklik cok guzel;1
kulaklik gerek muzik dinleme gerekse telefonla konusurken guzel tek sikintisi derseniz bana gore dis s engelleme gurultu engelleyicinin eksik olmasi cok kotu eger bulundugunuz ortam gurultulu kulaklikla konussaniz dahi karsi taraftaki kisi cok gurultu oldugunu belirtiyor hemen nedenle eger konusma icin alacaksaniz cok tavsiye etmiyorum;1
disaridan cok s aliyortelefon gorusmesi icin pek ideal degil muzik dinlemek icin fena degil;1
guzel kulaga tam oturmuyo yamuk duruyo sesi falan guzel konusmalarda arada kesilio;1
baglanti surekli kesiliyor kulakliklar arasi senkronizasyon bozuluyor sorun telefondan telefona farketse bence kabul edilebilir bir durum degil;0
bir yildiz bile fazla sesim cok kotu gidiyor baglantida kopmalar oluyor sarjinin kadar gittigini bilemiyorum cunku kadar uzun sure kullanamiyorum;0
s kalitesi v iyi darbelere hic dayanikli degil sadece bir kere dustu sarj yeri kaydi yuzden sarj olmuyor;1
film falan izlerken konusurken cok guzel oyun oyniyacaksan s saniye gec geliyor paraya on numara;1
hepsiburada saticisindan aldim orijinal geldi kulaklikta hafiften sessiz ortamda parazit sesi geliyor yuzden iade ettim boyle cihazlari gidip yerinden alin piyasada cok kopya mevcut;0
dinlemek icin ideal lakin mikrofonu sikinti karsiya s cok gidiyor sarji cok iyi;1
muzik dinlerken arada kesilme oldu karsinin sesi telefonda boguk geliyor birazbu fiyata fena degil;1
konusmak icin aliyorsaniz bulasmayin sporda muzik icin aldim gayet basarili orjinal;1
urunun garanti belgesi icinde yoktur ayrica kulak icinde seri numarasi mevcut degildir s suanlik iyi gorunuyor;1
sadece muzik icin almisim filmler oyunlarda gec s geliyor;1
arkadaslar motor kullanirken telefon arka cebimde cukura girdigimse sesi kesiyorsarji muzik dinlerken saat gidiyor konusmada karsi taraf beni zor duyuyoryorumlara puana aldanarak aldimyanilmisim;0
cok buyuk hayal kirikligi kadar ovguye aldanip aldim iphone kullaniyorum sesimi kimse duymuyor muzik dinlemek icin yeterli seste asla degil ben memnun kalmadim almis oldugum kalmis oldum;0
giden s boguk kotu gidiyor muzik dinleme icin kullanilabilir;1
orjinal s kalitesi normal kulakliga gore cok kotu is goruyor idare eder sarj guzel kutu sarj ediyor kullaadiginiz zamanlarda;1
estetik acidan cok ho sag kulakliktan s geliyor mikrofon olarak yeterli degil fiyatin uzerine biraz ekleme yaparak kullanisli bir tercih edilebilir;1
fiyat performans urunutereddutsuz alabilirsiniz;1
harika harika harika harika harika;1
yorumlari fiyata gore yapiyorum tam bir fiyat performans urunu guzel is gorur;1
pc ye taktigimda berbat bir s geldi telefonda sorun yokbass olarak biraz yetersiz telefon sarki gecisleri yavas;1
s seviyesi ba kalitesi cok guzel sarj performansi gayet tatmin edici asiri pratik bir;1
orjinal gonul rahatligiyla alabilirsiniz;1
bugun elime ulasti tam bi fp uruni fiyatina gore s kalitesi cok iyi ilk izlenimlerim guzel;1
s kalitesi cok guzel ancak sportify dan muzik dinlerken hic birsey yok netflixte dizi izlerken sol kulakligin baglantisi kopuyor arada;0
basarili;1
urunde guzel kargo hizi;1
arkadaslar tasarim olarak sik guzel geliyor kulagima tam oturdu kesinlikle dusme vb bir durum olmuyor size guveni veriyor s kalitesi fena degil iyi birsey beklerdim sol kulaklik ilk actigim an cizirdamaya basladi arada kopup geliyor dinlerken cok kotu bir durum urunden sogumama sebeb oldu eger devam ederse iade edicem iyi kulakliklar var fiyata cok hosunuza gittiyse alinabilir bir fazla birsey beklemeyin;1
yorumlara bakarak aldim bikac yerde airpodsun muadili oldugunu diyenler bile vardi muzikte s kalitesi gayet iyi tatmin edici telefonda konusurken sokaktaysaniz karsinizdakine sesiniz cok gidiyor kulakligi cikarip normal telefondan konusmak zorunda kaldim sonudna airpods aldim mecburen;1
hemen elime ulasti mukemmel bir tavsiye ederim tesekkurler;1
filim yada muzik dinlemek icin uyumlu bir kulaklik telefonda konusurken dis sesi cok veriyor karsidaki soylediklerimi anlamiyor yuzden basarili bir degil;0
ucuz s kalitesi kulak ergonomisi kotu malesef cok nadir bir durum olursa kullanirim diyerek alinabilir mikrofon konusmak icin kullanilacak bir degil;0
muzik kalitesi idare eder arada sol kulak kesiliyor kosu icin cok uygun degil dusuyor ayrica kosarken eger muzigi kisik dinlerseniz tus sesi geliyor tek guzel kutusu;0
berbat bi kulaklik ba asiri fazla s boguk kulak ici rahatsiz edici;0
kullanisli bir degil bir kullandim s kalitesi dusuk;0
orijinal performansi fiyatindan yuksek sakin kulakligi dusurmeyin aksi takdirde kulaklik hacmi hemen bozuluyor bass yogunlugu driverinda sikinti cikmaya basliyor kulaklik hacmini geri kazandirmak icin kulakligin deligindeki siyah kismi cikarin delige iyice ufleyin kasasinin kapak mentesesi cok kotu kendi kendine kirildi kulaklik kesinlikle alinir;1
ilk basta tereddut etmistim kadar ucuz oldugu icin s kalitesi pek guzel degildir cok guzel bir s kalitesi var benim kulagimi saat sonra agritmaya basladi cunku kulagim kucuk bir kere eslediginiz zaman bluetooth kutusundan cikarinca direkt baglaniyor telefonunuz benimki iphone;1
once baska bir siteden almistim orjinal cin versiyonu cikti hb nin kendisinden aldigim orjinal global versiyon cikti sini aldim tesekkurler;1
aklinizi basinizdan almayacak ote yandan utandirmayacak bir s kalitesi ortalamanin cok uzerinde ancak fiyat seviyesinde kabul edilmesi gereken bir durum kullanirken dis sesi duymak istiyorsaniz problem yasayabilirsiniz telefonla baglantisi konusunda herhangi bir problem yasamadim;1
aydir kullaniyorum fiyata iyisi yok gayet basarali sarj konusunda kulaklik ortalama saat gidiyor araliksiz pubg performansi yasadigim cevremdem aldigim tek eksi yorum acik hava sesli ortamda konusurken karsi taraf sesinizi almakta zorlaniyor yuksek sesle konusmak gerekiyor bunun disinda gayet iyi pisman olunacak bir degil zaten kac para;1
kardesim icin tekrar satin aldim simdide annem babam icin tekrar siparis vermem gerekecek dun aksama dogru siparis verdim ankaraya bugun sabah geldi hiziniza kurban d;1
orijinal geldi muzik dinleme filmvideo izleme performansi fiyatina gore oldukca basarili videolarda gecikme yapmiyor telefon konusmalarinda sesiniz karsiya cok geriden gidiyor konuda biraz gelistirilmeli genel anlamda cok memnun kaldim sarji uzun sure gidiyor kisa surede sarj oluyor;1
markanin diger urunleri tam bir fiyatperformans urunu s kalitesi baglanma hizi gercekten basarili diger yorumlarda belirtildigi uzere acik ortamlarda telefon gorusmesi yapmak malesef imkansiza yakin muzik dinlemek icin son derece ideal malum markanin malum modeline fiyati vermek istemiyorsaniz kesinlikle tavsiye ederim;1
ilk kurulumda biraz sikinti cikarabiliyor kullanimi gayet kolay rahat boy silikon baslikla beraber geliyor orta olani kullaniyordum bir tanesini kaybettim yedegini bulmakta zorlaniyorum sarji gunlerce gidiyor bazen usb uzerinden gece sarja birakiyorum tamamen dolmus oluyor son derece kullanisli basarili bir fp urunu;1
fiyati dikkate alindiginda alternatif urunlere nazaran beklentileri karsilar nitelikte baslar tizler dengeli geldi sahsen bana zorlanacak bir kulaklik degil liralik markalarla karsilastirmadan once fiyati dikkate alindiginda pek cok anlamda is gorecek bir oldugunu dusunuyorum sahsen benim icime sindi tek eksi noktasi kutu icerisinde sarj kablo aparati cikmamasi sahsen bir satiliyorsa tam anlamiyla satilmali gerekli oldugunu dusunuyorum saygilarimla;1
urunu uzun zaman once buradan aldim hala severek kullaniyorum fiyatina gore s kalitesi fazlasiyla yeterli genelde spor yaparken kullaniyorum cok terledigim halde hic sorun yasamadim fiyata tavsiye edebilecegim tek;1
gercekten kaliteli kulagimda gayet sabit duruyor hic dusmedi sesi guzel s siddeti gayet yeterlien onemlisi sarji gercekten cok uzun sure yetiyor bana haftada falan sarja takiyorummukemmel;1
hepsiburada saticisindan alin gayet guzel orijinal kulakliklarda sorun yok buetooth mesafesi gayet iyi kopma yasamadim qtc t kullandim xiaomi airdotsun s kalitesi kesinlikle iyi;1
bosuna kendinize bin liralik urunler alip paranizi sokaga atmayin mukemmel bir herkeze tavsiye ederim surekli bisiklet binen biriyim titresimden falan etkilenmiyor hic dusmedi kulagimdan;1
basslar tatmin edici tizler yeterli seviyede fiyatina gore butce araliginda bir bluetooth kulaklik ariyorsaniz kesinlikle seciminiz urunden yana olmali;1
sali saat verdigim siparis carsamba gunu teslim edildi asla kadar hizli gelecegini tahmin etmiyordum tesekkurler hepsijet;1
ilk arizasinda onarildi ancak yeniden arizalaninca yenisi degistirildi aksatmadan servis hizmeti sunan hepsiburadaya tesekkurler;1
gayet guzel kulaktan dusmuyor s kalitesi oldukca tatmin edici diyebilirim tam bir fiyat performans kulakligi sirf kablolu kulakligin dolasma derdinden usandigim icin almistim kesinlikle pisman degilim;1
urunu hizli bir sekilde teslim aldim tesekkurler hepsiburada tesekkurler hepsijet arkadasima hediye olarak aldim cok begendi s malzeme tasarimi cok guzel;1
kullanislisadece telefon aramalarinda kullaniyorummuzik sesi guzel geliyor kulagasarj suresini deneyemedim uzun duracak;1
basta orijinal olup olmadigindan supheliydim orijinal test yaptim kulaga takilan silikon kismini cikarin orada cok kucuk beyaz renkle yazilmis bir id kodu bulunuyor sekilde orijinal olup olmadigini anlayabilirsiniz gozunuz kapali alabilirsiniz cok kaliteli guclu sesi var kafamda bere varken telefonla konustum sesim bugulu geliyormus biraz sorun degil zaten beni kimse aramiyor;1
oncelikle kulakligin baglantisiyla ilgili yapilmasi gereken bir yorum gordum baglantiyla ilgili yok saniye ba ikisine yok saniye isik gelene kadar ba falan filan fasafuso kutudan ciktigi zaman r isiksiz l beyaz yanip sonen isik seklinde olacak bluetooth icin baglanma anlamina gelir telefonunuzdan direkt baglanabilirsiniz simdi gelelim bizim malûm meseleye kulaklik kesinlikle cok guzel bass tiz yeterince uygun sesi fullerseniz cok sessiz bir ortamda yaninizdaki kisi duyabilir sarj konusundan bahsetmiyorum bile diyeceksiniz yildiz verdin kadar guzel konusup hemen aciklayayim insanlar kotu yorumlari okuyup aldiris edecekler benimki kotu yorumlar arasinda oldugu icin okuyacaksiniz kotu yorumlari dikkate almayin alacaginiz tek sey kulaklik olsun;0
selam canlar oncelikle ben bir alirken once cok satilanlara gore siraliyorum urunun ozelliginden cok yorumlara puan ortalamasina dikkat ediyorum urununde yorumlarini epey okudum ilk kablosuz kulaklik aldim kasimda siparis vermistim bugun aralik elime ulasti saniyorum efsana cuma muhabbeti nedeniyle gecikmeler oldu urune gelirsem gelir gelmez tek kulaklik denedim muzik kalitesi gercekten muazzam hatta dalginlikla son s actim kulagim patlayacak sandim aniden cikardim disariya dahi cok s veriyor orta derece sesle yaklasik saat muzik dinledim telefonun sarji fazla gitmedi cok begendi hatta bir arkadasim bugun kendine siparis verdi bunca zaman bosuna kablolu kulaklik kullanmisim bunu anladim hareket durumum rahatladi kulaga guzel oturuyor muzik kalitesi super gelelim konusmaya aksam is cikisi kalabalik sayilabilecek bir kafeye gittim deneme icin annemi aradim sesimi iyi alabildigini soyledi etraf kalabalik geliyor dedi dakika kadar konustuk sikinti anlasilamama olmadi kalabalik bir ortamda konusulabiliyor anlasiliyor ev ortaminda keyif halinde konusmalar yapilabilir ozetle iyiki almisim diyorum alacaklara tavsiye ediyorum umarim yorumum faydali olur birileri benim yorumlara guvenerek alip iyi almisim der saygilar arkadaslar;1
